AccountID,CustomerID,AccountType,Balance,Currency,Status,BranchID,CreatedDate
87,97,Savings,4054.63,UZS,Suspended,10,10/23/2021
88,703,Savings,193571.04,UZS,Suspended,14,12/9/2021
89,134,Savings,117490.77,EUR,Closed,20,8/9/2025
90,45,Business,58726.24,GBP,Closed,8,11/5/2022
91,225,Checking,169019.9,EUR,Closed,12,1/21/2024
92,584,Business,132743.92,USD,Active,20,2/5/2022
93,999,Business,190250.75,GBP,Active,11,12/27/2024
94,580,Checking,154440.08,UZS,Suspended,11,1/20/2022
95,901,Savings,122564.96,UZS,Closed,5,8/28/2021
96,403,Checking,79817.39,EUR,Closed,1,8/18/2024
97,658,Checking,163826.12,EUR,Active,2,2/17/2024
98,442,Checking,11272.05,UZS,Closed,17,2/27/2024
99,94,Savings,28451.15,USD,Active,1,5/28/2025
100,227,Checking,140834.8,EUR,Closed,4,9/3/2020
101,178,Business,194991.49,GBP,Suspended,16,1/9/2025
102,840,Checking,74944.48,EUR,Active,8,11/30/2022
103,277,Savings,147823.91,UZS,Suspended,12,8/25/2023
104,155,Savings,79270.56,USD,Closed,5,1/12/2022
105,306,Checking,49728.51,GBP,Closed,19,6/16/2022
106,597,Checking,145528.24,UZS,Closed,2,8/3/2024
107,110,Business,193464.68,USD,Suspended,10,7/28/2021
108,899,Checking,14730.7,UZS,Suspended,4,7/14/2021
109,88,Savings,40767.12,GBP,Suspended,18,3/3/2022
110,184,Business,161025.7,UZS,Suspended,16,8/19/2020
111,733,Business,122664.5,EUR,Active,16,1/16/2024
112,422,Business,152800.54,EUR,Active,4,1/8/2021
113,156,Business,139919.58,EUR,Suspended,8,7/9/2023
114,563,Checking,181589.82,GBP,Active,10,2/24/2025
115,730,Business,45991.43,GBP,Suspended,2,1/16/2024
116,377,Savings,82199.11,USD,Active,16,7/14/2023
117,262,Checking,90567.64,GBP,Suspended,7,9/11/2021
118,879,Savings,77555.44,EUR,Closed,11,10/30/2022
119,14,Checking,115973.67,UZS,Closed,11,5/4/2023
120,139,Checking,34478.36,USD,Suspended,12,1/6/2022
121,953,Savings,6069.74,EUR,Active,12,9/19/2020
122,703,Checking,165170.58,UZS,Active,9,8/1/2022
123,224,Savings,187012.59,EUR,Suspended,14,7/16/2020
124,485,Business,11317.38,USD,Closed,20,2/11/2023
125,530,Business,194554.97,GBP,Active,18,12/6/2022
126,98,Checking,163701.41,UZS,Suspended,6,9/27/2025
127,855,Checking,179526.2,EUR,Closed,11,2/4/2025
128,83,Checking,114725.67,USD,Suspended,3,8/24/2020
129,344,Business,48046.62,EUR,Closed,1,11/5/2023
130,634,Savings,29986.22,EUR,Closed,10,5/23/2022
131,342,Checking,112733.48,USD,Active,8,8/28/2021
132,911,Savings,125297.26,UZS,Active,4,9/3/2024
133,406,Savings,188411.23,UZS,Active,11,10/22/2021
134,466,Savings,14807.54,GBP,Suspended,8,5/26/2022
135,742,Checking,45788.13,UZS,Active,7,8/12/2024
136,737,Savings,3999.31,EUR,Suspended,11,7/19/2024
137,77,Checking,190745.87,USD,Active,1,1/18/2023
138,726,Savings,153930.08,GBP,Active,10,11/9/2020
139,817,Checking,166187.55,GBP,Active,10,6/22/2023
140,995,Business,83868.53,GBP,Closed,5,7/7/2024
141,783,Savings,12505.8,GBP,Suspended,15,10/25/2024
142,170,Business,187141.7,UZS,Closed,17,10/27/2021
143,826,Checking,93482.25,GBP,Suspended,12,7/9/2025
144,29,Checking,158190.6,USD,Active,2,4/28/2021
145,518,Business,134045.96,USD,Active,15,7/12/2020
146,370,Checking,64448.67,EUR,Suspended,5,7/16/2024
147,188,Business,77296.56,UZS,Active,7,5/7/2020
148,902,Savings,66959.04,USD,Closed,14,8/27/2025
149,44,Savings,111184.91,EUR,Suspended,8,8/25/2022
150,427,Savings,16152.38,GBP,Closed,2,2/11/2023
151,397,Business,123295.66,UZS,Active,12,10/19/2020
152,723,Business,32462.05,UZS,Suspended,13,7/1/2023
153,379,Savings,111247.08,GBP,Active,12,12/6/2020
154,39,Savings,182383.06,GBP,Suspended,18,7/29/2023
155,182,Savings,191367.55,EUR,Closed,19,7/25/2020
156,407,Savings,59891.91,GBP,Suspended,16,2/16/2022
157,772,Business,160939.99,UZS,Suspended,8,11/5/2021
158,735,Savings,118096.16,GBP,Active,14,6/18/2024
159,815,Business,112151.24,USD,Closed,18,4/12/2024
160,182,Checking,171682.54,GBP,Active,16,7/7/2020
161,319,Savings,77740.58,GBP,Closed,20,4/28/2020
162,357,Checking,87700.02,GBP,Closed,11,1/23/2023
163,280,Savings,118427.73,GBP,Suspended,13,1/11/2020
164,386,Checking,117689.24,USD,Suspended,8,1/5/2024
165,528,Business,87228.93,GBP,Closed,6,12/29/2020
166,2,Business,164284.73,EUR,Suspended,2,4/7/2020
167,355,Savings,96830.35,EUR,Suspended,1,1/18/2021
168,492,Checking,173831.57,USD,Active,4,9/9/2025
169,158,Business,137260.88,USD,Suspended,6,11/19/2023
170,407,Checking,128860.69,EUR,Closed,3,5/22/2025
171,235,Checking,15911.73,GBP,Suspended,1,9/2/2025
172,683,Business,86475.74,EUR,Suspended,12,2/16/2022
173,163,Business,9740.49,EUR,Active,2,3/25/2023
174,885,Business,150052.83,EUR,Active,6,4/12/2022
175,812,Checking,63048.69,EUR,Suspended,17,9/2/2023
176,859,Checking,3594.06,EUR,Suspended,15,1/9/2023
177,178,Business,124663.2,EUR,Closed,9,5/21/2023
178,940,Business,188327.52,EUR,Active,7,12/22/2023
179,664,Business,109847.25,USD,Closed,16,12/29/2024
180,843,Business,199153.54,USD,Closed,9,4/22/2023
181,894,Checking,158885.38,USD,Suspended,10,9/18/2024
182,45,Business,34716.36,GBP,Closed,4,12/18/2020
183,351,Business,49390.57,UZS,Suspended,18,8/23/2020
184,422,Savings,9316.57,GBP,Suspended,15,4/25/2023
185,531,Checking,166531.47,USD,Closed,16,10/1/2024
186,502,Savings,90675.67,EUR,Closed,5,12/7/2023
187,597,Savings,61750.35,GBP,Suspended,17,11/21/2022
188,49,Business,53864.79,GBP,Suspended,20,1/23/2020
189,974,Savings,94113.29,EUR,Active,20,3/25/2024
190,547,Business,112445.35,EUR,Closed,12,1/18/2024
191,491,Business,79720.77,USD,Closed,13,4/18/2024
192,584,Business,194697.8,UZS,Suspended,3,4/5/2025
193,128,Checking,73105.2,USD,Closed,19,9/5/2025
194,378,Savings,125148.58,EUR,Active,3,2/18/2020
195,776,Business,23105.41,UZS,Active,5,4/24/2021
196,264,Business,156674.26,USD,Active,1,2/10/2024
197,279,Savings,75809.68,UZS,Closed,20,3/5/2022
198,635,Business,184084.5,EUR,Suspended,5,7/7/2022
199,592,Checking,29388.31,GBP,Closed,6,7/10/2024
200,687,Business,150761.33,UZS,Active,1,7/4/2022
201,296,Business,114685.77,USD,Suspended,18,9/1/2021
202,976,Savings,194410.24,USD,Suspended,11,9/20/2025
203,840,Checking,71772.73,USD,Active,12,4/10/2025
204,39,Business,59855.32,UZS,Suspended,4,6/19/2024
205,937,Savings,105153.86,USD,Closed,8,12/2/2024
206,813,Checking,49042.4,EUR,Closed,12,11/7/2022
207,318,Savings,72519.64,USD,Suspended,20,7/16/2020
208,787,Savings,174120.57,UZS,Closed,14,8/11/2024
209,571,Savings,99456.83,UZS,Closed,12,5/31/2021
210,843,Checking,165648.64,USD,Active,14,3/29/2020
211,593,Savings,136024.8,USD,Suspended,11,7/9/2021
212,801,Business,148476.74,GBP,Closed,20,2/12/2025
213,908,Business,135193.44,EUR,Active,5,6/20/2023
214,793,Savings,116756.76,EUR,Active,8,9/3/2022
215,671,Checking,150857.13,UZS,Active,4,11/21/2021
216,467,Savings,129814.81,USD,Suspended,20,10/8/2023
217,837,Savings,37889.82,EUR,Active,12,3/18/2020
218,335,Checking,4800.48,UZS,Active,18,7/2/2025
219,178,Checking,109943.98,EUR,Active,7,5/9/2025
220,160,Business,38342.77,EUR,Closed,1,11/22/2025
221,608,Checking,191787.32,GBP,Active,14,11/2/2022
222,544,Checking,75203.51,UZS,Suspended,13,10/13/2023
223,705,Business,24727,GBP,Closed,14,1/26/2023
224,447,Checking,104403.58,EUR,Suspended,9,9/29/2022
225,801,Checking,114548.94,UZS,Suspended,12,4/15/2023
226,77,Savings,88545.22,EUR,Closed,13,12/17/2020
227,536,Business,175182.14,UZS,Active,2,6/16/2021
228,30,Checking,188932.78,UZS,Closed,16,6/30/2024
229,97,Business,198917.36,GBP,Closed,12,1/13/2020
230,348,Business,13074.5,USD,Closed,20,1/8/2021
231,344,Checking,147986.34,UZS,Closed,4,12/28/2024
232,676,Business,23231.64,GBP,Active,7,3/7/2023
233,363,Savings,140334.72,GBP,Active,12,10/21/2022
234,172,Business,171041.96,UZS,Closed,11,11/4/2020
235,364,Savings,34389.42,GBP,Closed,9,7/14/2023
236,390,Savings,110121.46,UZS,Suspended,9,2/23/2021
237,358,Checking,112364.48,EUR,Suspended,1,6/5/2021
238,148,Business,102724.06,UZS,Closed,4,12/20/2021
239,1,Business,32193.08,USD,Closed,16,2/1/2025
240,795,Checking,147096.6,EUR,Closed,10,10/9/2020
241,71,Business,182591.01,GBP,Suspended,11,12/5/2022
242,444,Business,15157.78,UZS,Closed,1,6/7/2020
243,388,Savings,133668.52,USD,Active,9,8/15/2020
244,735,Business,69324.26,GBP,Suspended,3,11/15/2025
245,598,Business,16849.22,USD,Suspended,8,7/22/2021
246,617,Checking,87272.24,USD,Suspended,10,12/25/2025
247,63,Savings,196058.66,EUR,Suspended,4,7/26/2025
248,999,Business,184995,UZS,Suspended,8,4/18/2024
249,517,Savings,139263.81,USD,Suspended,3,3/18/2020
250,423,Savings,103835.46,GBP,Closed,1,5/23/2020
251,546,Business,35989.95,GBP,Active,7,12/24/2021
252,985,Savings,115574.93,EUR,Active,16,8/11/2022
253,23,Savings,97250.81,UZS,Closed,3,12/13/2021
254,258,Savings,171371.44,EUR,Active,8,1/18/2023
255,914,Checking,186254.97,USD,Active,17,6/21/2024
256,359,Savings,170428.96,EUR,Suspended,7,12/14/2022
257,977,Business,49127.98,UZS,Closed,10,12/4/2023
258,19,Business,197710.55,EUR,Closed,16,4/8/2023
259,579,Business,162113.29,GBP,Suspended,3,10/6/2020
260,794,Checking,29062.07,UZS,Suspended,6,4/3/2023
261,237,Savings,38984.44,EUR,Active,3,7/10/2022
262,342,Savings,121319.19,USD,Suspended,14,5/2/2021
263,899,Savings,181207.86,GBP,Suspended,12,7/8/2021
264,263,Business,25808.84,GBP,Active,6,12/4/2024
265,803,Checking,136364.79,USD,Suspended,11,6/25/2024
266,240,Business,70159.91,GBP,Active,12,10/29/2022
267,337,Business,23281.62,EUR,Suspended,19,10/14/2025
268,126,Savings,145094.48,EUR,Closed,15,10/10/2024
269,736,Business,26433.92,EUR,Suspended,8,10/26/2023
270,391,Savings,145820.31,GBP,Active,17,4/9/2021
271,868,Business,107909.3,USD,Active,13,1/29/2021
272,429,Business,38674.35,EUR,Active,8,2/26/2021
273,717,Checking,188260.2,USD,Active,4,4/14/2021
274,992,Savings,51645.55,UZS,Suspended,4,10/24/2024
275,52,Checking,91981.05,USD,Suspended,4,5/10/2024
276,157,Savings,16088.94,USD,Closed,9,10/23/2023
277,269,Savings,32392.41,EUR,Active,15,5/10/2025
278,632,Checking,45017.61,EUR,Active,20,7/13/2023
279,552,Checking,186990.59,GBP,Active,12,9/30/2020
280,798,Business,53263.32,UZS,Closed,14,2/16/2020
281,4,Checking,160923.71,USD,Suspended,18,12/30/2023
282,594,Checking,26683.12,USD,Suspended,15,6/6/2020
283,112,Savings,91070.14,EUR,Suspended,13,11/23/2023
284,836,Savings,4808.67,USD,Closed,18,11/16/2020
285,737,Business,39132.78,UZS,Suspended,14,3/5/2022
286,410,Savings,169182.95,GBP,Closed,18,1/2/2021
287,448,Savings,118273.71,USD,Suspended,19,7/1/2022
288,800,Checking,5004.9,UZS,Closed,8,9/29/2023
289,271,Business,12968.51,USD,Active,3,8/1/2025
290,571,Checking,169547.64,UZS,Closed,2,1/14/2025
291,393,Business,65449.92,USD,Closed,19,6/1/2021
292,264,Checking,155690.51,GBP,Closed,3,12/20/2024
293,552,Business,25843.85,GBP,Closed,17,9/14/2021
294,479,Checking,43080.85,EUR,Suspended,5,9/16/2024
295,217,Business,128901.36,EUR,Active,3,9/20/2024
296,555,Checking,166879.58,EUR,Closed,7,5/25/2024
297,852,Business,22543.96,EUR,Closed,1,8/5/2022
298,884,Savings,161833.8,EUR,Active,2,10/18/2022
299,401,Savings,106736.29,EUR,Active,1,1/15/2022
300,933,Business,158528.61,GBP,Suspended,8,5/1/2025
301,767,Checking,164771.02,UZS,Closed,19,1/31/2023
302,77,Business,52432.88,USD,Closed,8,12/15/2025
303,830,Savings,194263.9,USD,Closed,3,4/17/2025
304,929,Savings,39547.53,GBP,Suspended,11,3/31/2021
305,770,Checking,157614.54,EUR,Active,2,12/15/2021
306,637,Business,1411.96,GBP,Closed,13,8/28/2023
307,238,Checking,71562.84,EUR,Active,4,10/13/2023
308,765,Checking,85598.34,EUR,Closed,3,4/30/2021
309,634,Checking,91095.23,EUR,Active,20,1/16/2023
310,127,Savings,16818.64,UZS,Suspended,15,9/27/2023
311,95,Savings,143822.76,GBP,Closed,16,3/29/2024
312,73,Checking,109549.39,USD,Closed,12,10/8/2020
313,856,Savings,169595.29,USD,Active,2,12/19/2020
314,837,Checking,191440.1,UZS,Suspended,16,9/3/2021
315,620,Business,93490.88,USD,Active,3,5/6/2024
316,190,Savings,63778.21,USD,Active,19,5/16/2025
317,732,Checking,148519.69,UZS,Active,10,5/10/2021
318,571,Checking,192825.42,EUR,Active,1,12/7/2021
319,184,Savings,33089.16,GBP,Suspended,12,12/9/2025
320,450,Savings,113948.13,USD,Suspended,19,11/11/2025
321,22,Savings,76855.46,EUR,Suspended,3,4/30/2020
322,969,Business,125598.84,EUR,Closed,16,5/14/2024
323,899,Business,27724.1,USD,Active,5,5/21/2020
324,938,Savings,120125.07,EUR,Active,7,12/17/2021
325,424,Business,146401.64,GBP,Closed,18,11/15/2021
326,201,Business,84474.52,USD,Active,13,1/11/2025
327,198,Business,94691.28,GBP,Suspended,4,9/8/2025
328,688,Business,193249.57,EUR,Active,6,4/25/2020
329,813,Business,193753.77,USD,Closed,8,6/10/2022
330,809,Savings,190890.92,GBP,Closed,15,9/6/2020
331,192,Business,116017.62,UZS,Suspended,5,2/22/2021
332,324,Savings,32490.52,GBP,Active,9,5/18/2021
333,155,Checking,190259.32,UZS,Closed,14,3/24/2021
334,755,Business,184210.73,UZS,Suspended,16,10/8/2023
335,716,Business,79594.98,GBP,Active,20,1/5/2024
336,514,Checking,102690.28,UZS,Closed,7,10/9/2025
337,38,Business,187905.93,EUR,Active,9,4/11/2020
338,662,Savings,55235.45,UZS,Active,16,2/4/2022
339,92,Savings,70164.54,EUR,Closed,12,1/11/2021
340,311,Savings,81760.64,UZS,Active,18,3/15/2023
341,930,Savings,36308.52,UZS,Active,19,9/21/2025
342,88,Business,182856.97,GBP,Closed,16,8/12/2021
343,949,Savings,120487.09,UZS,Closed,2,2/5/2020
344,71,Checking,129836.6,GBP,Closed,7,4/2/2022
345,714,Savings,126822.31,GBP,Closed,7,2/13/2021
346,841,Business,127029.05,UZS,Closed,10,9/9/2024
347,572,Business,42191.14,USD,Active,12,5/10/2021
348,331,Checking,118893.04,EUR,Closed,17,10/20/2025
349,721,Savings,76212,EUR,Closed,6,4/14/2021
350,809,Business,86667,UZS,Active,12,11/27/2025
351,12,Checking,156721.46,USD,Active,9,9/9/2023
352,588,Checking,126720.71,EUR,Suspended,11,10/31/2023
353,336,Checking,75095.76,USD,Suspended,1,5/28/2022
354,847,Savings,3681.62,EUR,Closed,8,10/11/2020
355,489,Checking,43095.45,USD,Active,2,3/7/2021
356,227,Business,19031.91,UZS,Active,19,12/5/2025
357,795,Business,85398.68,EUR,Closed,20,4/29/2025
358,323,Savings,175901.52,EUR,Closed,10,8/11/2020
359,947,Savings,73023.85,USD,Active,1,12/24/2022
360,434,Business,40452.59,GBP,Active,1,11/17/2022
361,263,Business,43443.06,UZS,Active,2,1/10/2023
362,872,Savings,165236.12,UZS,Closed,9,5/5/2021
363,125,Savings,19118.54,EUR,Active,12,5/18/2025
364,498,Checking,17924.04,USD,Closed,3,7/21/2020
365,905,Checking,46352.55,USD,Closed,12,10/16/2023
366,317,Business,90350.33,USD,Active,18,7/29/2024
367,858,Checking,12298.62,GBP,Suspended,19,5/21/2024
368,997,Checking,126941.86,EUR,Closed,7,9/1/2023
369,682,Savings,184973.3,UZS,Active,8,6/23/2025
370,595,Business,11186.3,USD,Active,20,1/7/2022
371,420,Checking,192056.1,UZS,Suspended,5,2/15/2021
372,177,Savings,37683.27,USD,Closed,14,7/19/2021
373,912,Checking,162583.83,GBP,Suspended,6,10/28/2020
374,687,Business,154065.23,EUR,Suspended,8,6/10/2024
375,88,Savings,135653.74,USD,Suspended,9,3/31/2024
376,101,Savings,52623.25,UZS,Active,4,12/20/2024
377,816,Business,166745.72,UZS,Closed,17,5/25/2024
378,707,Checking,128416.65,EUR,Suspended,17,2/3/2021
379,778,Checking,30110.33,UZS,Closed,17,4/6/2021
380,562,Savings,111396.26,UZS,Active,19,4/30/2020
381,758,Savings,157141.75,UZS,Closed,2,9/4/2025
382,161,Savings,151180.01,GBP,Closed,19,3/20/2025
383,847,Checking,122257.24,EUR,Closed,10,5/2/2022
384,84,Savings,90555.36,USD,Active,13,3/18/2021
385,992,Checking,190352.28,GBP,Active,4,2/1/2024
386,188,Checking,3321.99,EUR,Closed,17,8/2/2024
387,104,Savings,109594.77,UZS,Suspended,8,10/12/2022
388,343,Business,109687.61,EUR,Suspended,5,11/28/2021
389,45,Savings,17570.74,USD,Active,14,11/3/2025
390,400,Business,5873.37,USD,Closed,18,11/24/2021
391,40,Checking,167436.57,USD,Closed,4,6/14/2024
392,725,Business,99069.72,UZS,Suspended,1,5/30/2022
393,318,Business,162084.81,EUR,Active,15,11/23/2023
394,930,Checking,153627.69,GBP,Active,18,6/23/2022
395,233,Business,168953.4,UZS,Active,18,8/18/2024
396,883,Savings,3298.38,EUR,Active,11,6/25/2022
397,13,Checking,132612.43,UZS,Active,12,2/3/2020
398,544,Business,129624.51,USD,Suspended,17,6/21/2022
399,615,Business,59513.35,USD,Active,14,3/16/2021
400,715,Checking,175747.76,EUR,Closed,12,4/30/2021
401,127,Checking,54754.36,EUR,Closed,10,1/1/2021
402,634,Business,181072.01,EUR,Active,18,2/23/2022
403,760,Business,98539.97,UZS,Closed,5,3/4/2020
404,619,Business,114080.99,EUR,Suspended,19,12/4/2025
405,871,Business,153141.14,GBP,Closed,7,9/2/2021
406,816,Business,6194.1,USD,Closed,13,6/21/2025
407,899,Checking,1708.51,UZS,Closed,13,9/4/2025
408,158,Business,11332.77,EUR,Closed,4,8/21/2020
409,925,Business,133402.87,EUR,Closed,1,8/24/2024
410,620,Checking,138224.69,GBP,Suspended,17,12/5/2020
411,937,Checking,83294.81,EUR,Closed,10,10/11/2021
412,19,Checking,121501.33,USD,Suspended,2,11/9/2025
413,713,Savings,112868.85,EUR,Suspended,17,9/30/2024
414,179,Business,39274.93,USD,Suspended,7,4/10/2020
415,885,Savings,149419.89,USD,Suspended,9,11/2/2025
416,688,Business,45343.19,GBP,Active,9,6/20/2023
417,419,Savings,105199.8,GBP,Active,4,6/18/2020
418,570,Checking,160118.93,UZS,Suspended,3,7/11/2025
419,231,Savings,97012.94,UZS,Active,10,11/2/2025
420,593,Checking,177671.58,USD,Active,9,2/2/2025
421,499,Checking,136701.24,EUR,Suspended,18,7/4/2023
422,729,Business,32498.02,GBP,Suspended,6,1/30/2023
423,767,Business,188701.76,USD,Active,2,5/28/2022
424,905,Savings,120393.16,USD,Active,2,3/11/2021
425,166,Business,196727.92,EUR,Closed,16,10/3/2024
426,20,Business,171813.44,GBP,Suspended,20,6/11/2025
427,205,Business,141212.02,GBP,Closed,16,5/22/2022
428,698,Business,135376.68,GBP,Active,2,11/20/2024
429,386,Savings,146171.27,EUR,Closed,19,1/22/2024
430,776,Checking,44200.02,USD,Closed,17,10/28/2025
431,898,Business,68459.95,UZS,Suspended,16,11/17/2021
432,599,Business,62283.65,EUR,Closed,9,11/1/2020
433,70,Checking,72106.12,UZS,Active,13,7/15/2024
434,571,Savings,139079.52,GBP,Suspended,5,3/24/2023
435,480,Savings,183668.58,GBP,Closed,9,2/15/2025
436,630,Savings,92004.48,USD,Active,2,2/8/2023
437,302,Checking,6082.68,GBP,Closed,18,7/9/2024
438,451,Savings,56568.51,UZS,Active,9,12/1/2020
439,379,Business,124244.04,GBP,Suspended,10,1/17/2024
440,879,Savings,110917.52,GBP,Closed,9,11/22/2020
441,46,Checking,103979.25,GBP,Active,17,4/26/2021
442,669,Checking,121499.5,USD,Active,10,11/12/2024
443,894,Checking,59793.06,GBP,Active,2,2/3/2023
444,414,Business,134564.58,USD,Suspended,17,1/26/2025
445,355,Business,44662.62,GBP,Active,5,5/28/2022
446,633,Savings,164505.27,GBP,Closed,6,3/16/2023
447,488,Checking,94901.5,USD,Suspended,3,3/31/2025
448,3,Business,88556.04,EUR,Active,6,11/25/2023
449,324,Savings,98452.05,EUR,Closed,6,12/20/2025
450,566,Savings,22680.97,GBP,Closed,16,4/25/2024
451,88,Checking,107532.96,USD,Suspended,9,7/1/2023
452,137,Savings,34592.29,GBP,Suspended,9,6/28/2025
453,607,Checking,148987.93,USD,Suspended,15,12/20/2023
454,157,Business,193888.37,UZS,Suspended,4,8/20/2023
455,835,Checking,172925.7,UZS,Closed,17,2/1/2020
456,304,Checking,153767.19,UZS,Active,9,6/5/2024
457,304,Checking,108269.94,UZS,Active,3,4/13/2021
458,698,Checking,3377.78,GBP,Suspended,3,4/5/2024
459,861,Checking,76281.79,GBP,Suspended,16,8/27/2024
460,28,Savings,158319.35,GBP,Suspended,1,1/5/2020
461,572,Business,158588.46,USD,Suspended,7,4/7/2022
462,165,Business,132317.42,EUR,Closed,12,4/13/2022
463,481,Business,85246.37,EUR,Suspended,5,1/24/2025
464,785,Checking,26995.78,UZS,Suspended,11,3/24/2020
465,703,Savings,131313.7,USD,Suspended,20,2/5/2023
466,576,Checking,172154.08,GBP,Closed,17,9/5/2023
467,26,Savings,88051.53,EUR,Closed,16,5/24/2023
468,589,Business,168981.4,UZS,Active,3,9/12/2024
469,963,Business,57681.19,GBP,Active,19,9/21/2022
470,772,Business,50991.5,EUR,Active,12,5/19/2025
471,223,Checking,78932.63,UZS,Active,13,2/13/2024
472,360,Business,138904.16,USD,Suspended,12,9/1/2024
473,322,Business,152776.65,UZS,Active,9,6/6/2024
474,869,Savings,197132.82,UZS,Suspended,2,1/16/2020
