MobileTransID,CustomerID,DeviceID,AppVersion,TransactionType,Amount,Date
186,673,DBTRZ6AY,1.2,Transfer,15303,2/20/2025
187,884,XS8DV3BW,1.1,Transfer,17880,3/15/2025
188,230,BZ9M4CFA,1.2,Payment,10110,5/30/2025
189,390,NJ043BI7,1.2,Deposit,11420,7/21/2025
190,894,TWNM8X1U,1,Transfer,5158,8/18/2025
191,494,FXH5B3QY,2,Transfer,18578,12/8/2025
192,807,M2VUQGKO,1.1,Transfer,18806,11/5/2025
193,227,5JVF3LHS,2,Payment,17694,11/3/2025
194,29,0B5TXJ4A,1,Deposit,19276,6/25/2025
195,887,IDVOQ3L2,1,Deposit,9904,2/19/2025
196,708,W7N13RB9,1.2,Deposit,11205,6/19/2025
197,792,Z7QWUKA4,1.2,Transfer,6001,8/20/2025
198,778,R5FB3026,2,Deposit,11225,2/14/2025
199,441,4VX5M1PE,1,Payment,11473,3/7/2025
200,853,JZA51PWL,1.1,Payment,7347,12/19/2025
201,776,4LNKTES3,1,Deposit,16213,10/30/2025
202,868,W8ULZ0G6,1.1,Payment,13572,6/20/2025
203,15,Q8ZTOKPI,2,Transfer,16221,2/10/2025
204,631,C5AD3HZ6,2,Payment,13948,3/27/2025
205,913,UD805VYX,2,Deposit,1209,2/14/2025
206,306,7YUC1GV6,1.1,Transfer,4301,9/26/2025
207,643,DJAL2QB6,1.1,Deposit,6946,8/25/2025
208,232,86IMOWGD,1,Transfer,2071,3/26/2025
209,896,JF7K1ROU,1.2,Deposit,7110,11/11/2025
210,343,T973Y6QW,1.1,Deposit,4578,10/16/2025
211,897,NLFXARUB,1.1,Payment,11209,3/12/2025
212,764,9OFBQYHD,2,Transfer,9771,3/12/2025
213,75,3O0AGS7D,1.1,Payment,17398,11/6/2025
214,707,AMI8KWE4,1,Deposit,3252,11/20/2025
215,116,0VWS6QRN,1,Deposit,7479,4/2/2025
216,617,47U2ENKH,1.1,Transfer,19585,2/13/2025
217,135,DY93NBPI,1.1,Payment,17717,12/27/2025
218,177,WK01HRJA,1.1,Payment,3560,3/6/2025
219,234,KHG6D9AO,1.1,Deposit,17183,2/22/2025
220,439,8I4YLFJQ,2,Transfer,6384,10/30/2025
221,866,7N1RLQGB,2,Deposit,3710,8/20/2025
222,359,2VTO3CRD,2,Transfer,12377,12/10/2025
223,574,XB39CI1L,1.2,Payment,3621,12/16/2025
224,966,SKOGCLUY,1.1,Deposit,7713,10/3/2025
225,13,4GU7620Q,1,Transfer,9503,12/27/2025
226,548,VG62OMFR,1.2,Deposit,11831,9/17/2025
227,870,ODKZ39IF,2,Transfer,10586,7/1/2025
228,863,061NPHXM,1.2,Payment,19677,2/26/2025
229,283,ADJG0CX7,2,Transfer,12473,3/5/2025
230,994,QCKJI9V6,2,Transfer,14585,7/30/2025
231,725,YL9GMZXD,2,Payment,699,5/7/2025
232,780,OSZL2C80,1.1,Payment,16460,11/19/2025
233,754,6FH1X274,1.1,Deposit,19928,10/26/2025
234,842,Q3JZNC17,1.1,Payment,857,4/30/2025
235,18,5DY4ZGM3,1.2,Payment,2014,11/8/2025
236,709,0RESJBM9,1,Payment,19760,8/8/2025
237,793,PLNQX9SZ,1.1,Payment,16218,2/15/2025
238,142,GZNUE3VB,1.1,Transfer,14345,8/2/2025
239,158,LSCFI07J,1.1,Payment,17326,2/13/2025
240,473,PGQ6EFJM,1.1,Payment,19995,10/29/2025
241,476,DQYG5L30,2,Payment,5023,3/15/2025
242,655,JS6EBDZV,1.1,Transfer,18177,6/10/2025
243,769,8C9IBST6,1.2,Transfer,16716,5/31/2025
244,933,U14Z2DKG,1.1,Transfer,12183,5/16/2025
245,313,C4H83WIL,1.1,Deposit,5981,11/27/2025
246,71,1V6S3MWA,2,Transfer,14950,5/10/2025
247,155,EQ3810T4,1,Deposit,11000,2/22/2025
248,873,UQ0RVHB2,1,Transfer,12013,8/5/2025
249,56,GHFRSNDK,1.1,Transfer,5618,9/16/2025
250,761,WXRNTGEL,1.1,Payment,19945,10/17/2025
251,201,KT6I81WA,1.1,Transfer,480,1/10/2025
252,861,P16FGICJ,1.2,Payment,15371,7/13/2025
253,851,3A8FXQ1S,1.2,Deposit,11667,9/11/2025
254,948,K3EDULGZ,2,Payment,15254,6/27/2025
255,138,7XJ4IGT1,1.1,Deposit,17912,5/21/2025
256,445,D1E2OR0T,1.2,Deposit,3733,6/19/2025
257,254,TUQLARY5,1.1,Payment,8807,2/5/2025
258,57,32QGBZ9K,1.2,Deposit,6037,5/30/2025
259,192,3UQMSBPY,1,Deposit,8830,2/15/2025
260,432,QL9BOSTC,1.2,Transfer,19753,7/31/2025
261,232,H49ZVCOK,2,Payment,12614,8/4/2025
262,123,A7S0PJKU,1.2,Deposit,6600,7/18/2025
263,860,NM2DQ16B,1,Transfer,9043,6/8/2025
264,893,5CHKG4XZ,1.2,Deposit,156,4/12/2025
265,526,9GK4MD05,2,Transfer,7559,5/5/2025
266,950,ODSQYFM8,1.1,Payment,19280,10/13/2025
267,932,CSJYLXT5,1.1,Transfer,10344,4/18/2025
268,324,HR5A9L73,1.1,Payment,19993,1/18/2025
269,65,E540SZB9,1,Payment,3386,11/8/2025
270,430,2YHCWQKG,1.2,Payment,7359,5/13/2025
271,692,UWCDNK9X,2,Deposit,12491,3/9/2025
272,91,JG1FTLQ0,2,Deposit,11170,9/11/2025
273,944,OT1HMAIF,2,Payment,1587,4/1/2025
274,389,G1XQEFOB,1,Deposit,10119,7/29/2025
275,576,XL65EKHS,2,Transfer,2217,2/25/2025
276,31,FIG8YMUJ,1,Payment,6174,11/13/2025
277,727,NPLWFTOK,2,Transfer,15923,7/19/2025
278,886,69J50832,2,Deposit,12991,7/15/2025
279,848,0M7OC836,1.1,Payment,13269,7/1/2025
280,115,XASCH619,1,Deposit,8018,4/29/2025
281,934,1C20JBAX,1,Payment,3039,6/20/2025
282,653,RK475M3U,2,Deposit,1742,11/6/2025
283,688,4DBZ6GY9,1.2,Payment,16221,1/2/2025
284,506,W3EN4S0Q,1.1,Deposit,2671,12/9/2025
285,190,81ILWAXR,1,Transfer,16606,2/19/2025
286,984,TY871FDX,2,Deposit,10562,3/24/2025
287,827,SKF9C2Z8,1,Transfer,15360,4/24/2025
288,837,3F2LPC5Y,1.2,Payment,11186,5/6/2025
289,389,709TD24O,1,Payment,2949,11/22/2025
290,764,VYZDS152,2,Deposit,14402,6/2/2025
291,799,ZYWJPVAK,2,Deposit,4797,9/27/2025
292,928,V5F4QXWN,1,Deposit,385,1/26/2025
293,557,S4OEA20D,1,Payment,17805,4/2/2025
294,214,U4AXGNBK,1.2,Payment,4768,7/16/2025
295,842,OEF437D0,1.1,Payment,6575,3/24/2025
296,766,Y7NLI0D4,1.2,Payment,15065,12/29/2025
297,532,M59DTO34,1,Transfer,13390,2/16/2025
298,715,12KJMFN5,1,Deposit,18366,6/9/2025
299,22,YTUJI15B,1.1,Payment,11601,5/2/2025
300,921,0JPN7IUD,1.1,Transfer,10335,9/21/2025
301,811,WHV1PAMY,1,Deposit,11006,4/20/2025
302,885,N2GR7YU4,1,Transfer,11958,9/1/2025
303,493,J3OF2ZUK,1,Transfer,11119,3/25/2025
304,222,XAWDT6Q5,1.1,Deposit,10701,11/4/2025
305,711,IOV5LFAU,2,Transfer,2438,5/21/2025
306,325,8LBS91EK,1,Deposit,11268,9/11/2025
307,744,65N4YUKD,1.1,Transfer,12000,4/15/2025
308,486,I03CPDZQ,1.1,Deposit,17332,9/9/2025
309,529,IZSRDFUH,1,Transfer,10410,11/10/2025
310,771,NY692XDE,1.1,Transfer,8830,10/21/2025
311,910,P3R6UQ9A,1.1,Deposit,9135,10/5/2025
312,163,E3V7TDSR,1,Transfer,14538,4/18/2025
313,548,LYNUET8B,2,Transfer,18793,2/27/2025
314,537,YQL3MOUV,1,Transfer,11080,4/13/2025
315,840,09FRXGE2,1.1,Payment,18042,11/18/2025
316,993,AG6WNVBT,1.1,Payment,11358,8/7/2025
317,902,9IJT18SH,1.2,Transfer,2266,8/4/2025
318,29,B3UPEWFA,1,Transfer,18196,6/26/2025
319,436,1XIPV0NW,1.2,Payment,18807,5/31/2025
320,392,F018CR7W,1.1,Deposit,16890,11/13/2025
