AccountID,CustomerID,AccountType,Balance,Currency,Status,BranchID,CreatedDate
43,554,Checking,157276,USD,Closed,19,10/2/2021
44,502,Savings,110861,USD,Suspended,3,1/1/2021
45,260,Business,134390,GBP,Closed,11,11/21/2024
46,714,Business,188785,EUR,Closed,14,11/18/2024
47,206,Savings,192921,GBP,Active,7,12/25/2023
48,851,Savings,16639,USD,Active,9,9/5/2024
49,635,Checking,102671,GBP,Active,20,5/7/2021
50,122,Business,33519,GBP,Suspended,10,6/23/2022
51,201,Savings,185335,USD,Suspended,18,5/20/2025
52,399,Checking,95467,USD,Closed,13,10/28/2022
53,115,Business,18931,EUR,Suspended,3,4/22/2023
54,759,Business,92276,GBP,Closed,11,8/3/2020
55,983,Savings,137106,GBP,Closed,12,6/1/2025
56,596,Savings,11866,GBP,Active,1,12/24/2022
57,480,Savings,100062,EUR,Suspended,15,4/29/2023
58,410,Checking,38653,USD,Active,17,9/25/2021
59,202,Business,137692,GBP,Active,19,12/23/2022
60,15,Checking,118022,GBP,Suspended,4,9/2/2025
61,486,Checking,54021,GBP,Closed,18,7/7/2024
62,197,Business,27309,USD,Suspended,11,7/3/2022
63,242,Checking,8371,EUR,Suspended,18,3/31/2020
64,591,Savings,43776,EUR,Closed,2,6/29/2020
65,815,Savings,181628,GBP,Closed,6,4/23/2022
66,368,Savings,102336,USD,Closed,13,9/20/2021
67,898,Checking,76497,USD,Suspended,13,2/2/2023
68,955,Checking,19574,EUR,Suspended,2,4/10/2023
69,201,Business,130497,USD,Suspended,13,12/5/2025
70,121,Business,23280,GBP,Suspended,2,6/6/2022
71,979,Checking,117358,GBP,Closed,15,5/29/2022
72,825,Savings,20552,USD,Active,7,1/1/2023
73,788,Business,146151,EUR,Suspended,10,3/13/2022
74,86,Business,58290,GBP,Closed,4,9/16/2024
75,816,Savings,163505,USD,Active,18,7/23/2020
76,334,Business,115263,GBP,Closed,11,1/1/2022
77,799,Savings,146119,GBP,Closed,3,7/24/2024
78,919,Savings,70698,USD,Suspended,10,1/3/2021
79,858,Checking,62762,GBP,Closed,10,6/13/2020
80,55,Checking,14477,USD,Suspended,2,3/21/2022
81,236,Checking,130155,GBP,Active,1,5/18/2024
82,275,Business,97448,EUR,Suspended,11,8/25/2022
83,720,Business,74117,USD,Closed,7,2/26/2021
84,146,Checking,167430,EUR,Closed,14,6/30/2025
85,141,Business,194004,GBP,Active,5,9/7/2021
86,123,Checking,115775,EUR,Closed,1,5/17/2025
87,743,Savings,21224,GBP,Suspended,8,10/28/2021
88,772,Business,178328,USD,Closed,14,12/23/2021
89,98,Checking,159037,GBP,Closed,10,10/16/2024
90,496,Savings,97361,GBP,Closed,5,3/16/2022
91,167,Savings,45132,EUR,Closed,17,5/19/2022
92,888,Business,26266,EUR,Closed,15,3/19/2020
93,784,Business,3574,EUR,Active,4,9/12/2020
94,759,Business,102133,GBP,Active,18,12/23/2022
95,319,Savings,33799,GBP,Closed,7,9/1/2025
96,484,Savings,13911,EUR,Closed,14,3/31/2025
97,353,Savings,59453,GBP,Suspended,20,9/3/2020
98,170,Savings,34018,GBP,Suspended,2,4/7/2022
99,535,Savings,33120,GBP,Closed,6,8/30/2025
100,309,Business,11863,GBP,Suspended,4,3/23/2022
101,987,Savings,104918,GBP,Suspended,19,5/30/2023
102,320,Savings,95940,USD,Closed,20,1/10/2021
103,119,Checking,165531,EUR,Closed,15,9/16/2021
104,56,Savings,173498,GBP,Closed,18,7/31/2025
105,532,Checking,192330,EUR,Active,2,12/9/2025
106,462,Checking,3887,GBP,Suspended,14,3/9/2025
107,237,Business,103366,EUR,Closed,3,8/15/2021
108,911,Savings,11164,EUR,Closed,7,8/18/2025
109,930,Business,94126,EUR,Suspended,3,4/12/2020
110,325,Savings,72813,EUR,Closed,20,7/12/2025
111,951,Checking,61227,GBP,Closed,3,4/23/2021
112,579,Business,182302,USD,Closed,20,5/24/2022
113,618,Checking,77690,USD,Closed,14,11/29/2020
114,951,Checking,83437,USD,Active,18,4/9/2020
115,553,Business,30352,EUR,Suspended,12,2/28/2023
116,821,Checking,67319,USD,Active,8,9/19/2024
117,854,Checking,62872,GBP,Closed,13,10/8/2020
118,1000,Savings,22325,GBP,Suspended,17,12/16/2023
119,364,Business,197774,EUR,Active,17,4/23/2022
120,554,Business,30510,GBP,Closed,14,2/3/2023
121,680,Business,63189,GBP,Suspended,1,9/4/2025
122,472,Business,80541,EUR,Suspended,17,3/8/2022
123,160,Business,61966,USD,Closed,4,8/18/2023
124,211,Savings,28479,GBP,Suspended,3,9/30/2024
125,755,Business,176987,USD,Active,8,9/12/2025
126,68,Savings,83035,EUR,Active,1,11/16/2020
127,57,Checking,81551,GBP,Active,11,6/13/2022
128,674,Business,198255,USD,Closed,3,1/7/2022
129,941,Business,26607,EUR,Active,19,11/28/2020
130,211,Checking,63016,EUR,Active,6,3/17/2025
131,166,Business,156973,GBP,Suspended,10,4/23/2024
132,539,Checking,170175,EUR,Active,8,12/5/2025
133,201,Savings,145240,EUR,Closed,6,1/20/2022
134,895,Business,68885,USD,Active,10,7/2/2024
135,299,Checking,136871,EUR,Suspended,9,9/11/2021
136,563,Savings,139725,EUR,Active,13,2/14/2025
137,144,Savings,53531,EUR,Closed,8,3/17/2024
138,385,Checking,193309,GBP,Suspended,18,3/5/2024
139,802,Business,155421,GBP,Closed,12,5/1/2022
140,873,Checking,91758,GBP,Suspended,8,8/15/2025
141,779,Business,9389,GBP,Suspended,8,2/18/2025
142,458,Savings,150391,EUR,Closed,3,7/19/2020
143,547,Checking,129768,USD,Closed,20,6/18/2022
144,67,Checking,130835,USD,Active,18,3/25/2022
145,472,Savings,53609,EUR,Active,3,5/10/2020
146,858,Savings,15988,USD,Active,6,5/4/2021
147,549,Checking,171419,GBP,Active,18,4/11/2024
148,238,Savings,154507,EUR,Closed,15,10/9/2022
149,280,Savings,141133,GBP,Closed,17,6/14/2022
150,352,Savings,71865,USD,Suspended,16,10/25/2023
151,237,Savings,99770,USD,Active,11,9/16/2023
152,107,Checking,197437,EUR,Closed,5,1/8/2023
153,604,Savings,120644,EUR,Suspended,4,3/29/2024
154,639,Checking,12145,GBP,Active,17,4/20/2022
155,615,Checking,55500,USD,Closed,6,2/23/2022
156,621,Business,40003,EUR,Closed,15,3/29/2020
157,405,Savings,8810,EUR,Closed,16,4/30/2024
158,404,Checking,94240,GBP,Active,12,1/28/2020
159,115,Savings,5066,GBP,Suspended,9,7/31/2023
160,396,Savings,171855,GBP,Closed,19,10/14/2025
161,671,Savings,34712,EUR,Active,11,10/26/2020
162,93,Savings,56744,USD,Active,10,12/25/2021
163,420,Checking,62099,EUR,Active,16,2/22/2023
164,548,Checking,173053,EUR,Active,10,6/14/2024
165,720,Checking,52341,USD,Closed,8,11/13/2022
166,581,Checking,35944,GBP,Closed,14,6/12/2023
167,231,Checking,189272,GBP,Closed,7,9/8/2022
168,826,Business,135460,USD,Suspended,17,11/9/2024
169,681,Checking,107493,USD,Suspended,3,6/29/2023
170,835,Checking,193468,EUR,Closed,7,6/9/2023
171,863,Business,488,GBP,Suspended,13,11/11/2023
172,589,Savings,23374,GBP,Closed,15,9/17/2024
173,930,Savings,58521,USD,Suspended,15,4/2/2020
174,18,Checking,110816,USD,Active,3,4/25/2023
175,972,Checking,40187,EUR,Suspended,12,12/5/2023
176,337,Business,86663,USD,Active,15,6/5/2025
177,540,Business,71898,EUR,Suspended,1,5/4/2024
178,218,Savings,35499,USD,Active,7,4/3/2022
179,263,Business,149399,EUR,Closed,5,6/25/2023
180,14,Checking,99120,USD,Active,11,4/4/2021
181,694,Business,150454,GBP,Closed,20,4/24/2024
182,922,Checking,197775,GBP,Suspended,15,11/16/2025
183,499,Business,158613,GBP,Closed,5,3/6/2020
184,873,Checking,145167,GBP,Closed,6,8/25/2024
185,212,Savings,106059,GBP,Suspended,11,10/22/2022
186,236,Business,38666,EUR,Closed,7,4/13/2025
187,229,Savings,52049,USD,Suspended,6,11/23/2022
188,265,Checking,196028,EUR,Suspended,15,8/20/2025
189,17,Business,84843,EUR,Active,4,12/2/2020
190,279,Checking,170957,EUR,Closed,8,12/4/2024
191,230,Checking,189113,USD,Closed,12,6/12/2024
192,246,Checking,181477,EUR,Closed,12,6/23/2021
193,522,Savings,158293,USD,Suspended,2,7/21/2023
194,285,Savings,181669,GBP,Suspended,6,11/14/2020
195,605,Checking,83365,GBP,Suspended,2,7/29/2023
196,411,Checking,21366,GBP,Active,4,3/6/2023
197,635,Savings,79507,USD,Closed,7,12/17/2022
198,118,Business,70138,GBP,Suspended,5,7/13/2023
199,330,Savings,169325,EUR,Suspended,16,1/21/2021
200,149,Checking,86519,EUR,Suspended,4,4/11/2021
201,451,Business,31051,EUR,Active,17,8/11/2022
202,860,Savings,34929,GBP,Closed,12,11/25/2020
203,783,Checking,70634,GBP,Active,14,3/11/2020
204,446,Savings,90031,GBP,Suspended,17,9/21/2022
205,881,Business,52653,EUR,Suspended,2,1/22/2023
206,508,Business,194203,EUR,Suspended,16,3/7/2024
207,276,Savings,119816,EUR,Active,20,2/20/2022
208,96,Savings,130596,USD,Closed,4,8/19/2021
209,594,Checking,83079,USD,Active,4,4/26/2022
210,554,Savings,43559,USD,Active,13,2/4/2022
211,823,Business,85673,GBP,Closed,10,8/10/2025
212,46,Savings,165095,GBP,Active,8,6/12/2024
213,26,Savings,165647,USD,Closed,4,12/6/2020
214,263,Business,157067,GBP,Active,6,11/22/2021
215,757,Checking,106921,USD,Active,13,11/15/2025
216,728,Business,99199,EUR,Suspended,19,2/21/2024
217,357,Savings,47780,EUR,Active,6,2/24/2025
218,538,Checking,161840,USD,Closed,20,8/16/2022
219,549,Savings,92768,USD,Suspended,8,9/21/2023
220,407,Business,54274,EUR,Suspended,18,2/10/2020
221,150,Savings,81182,USD,Closed,8,4/21/2021
222,928,Savings,116973,EUR,Active,12,4/10/2025
223,143,Checking,10718,USD,Suspended,10,10/13/2023
224,45,Savings,183740,EUR,Active,18,8/22/2023
225,915,Business,91951,EUR,Closed,17,6/6/2025
226,349,Business,132693,USD,Suspended,4,5/14/2020
227,623,Business,53410,EUR,Active,11,3/13/2025
228,691,Checking,182996,USD,Suspended,1,12/25/2024
229,213,Savings,128669,USD,Closed,11,3/12/2021
230,266,Savings,59120,GBP,Suspended,20,7/14/2022
231,303,Checking,170851,USD,Closed,13,6/16/2020
232,513,Business,94234,GBP,Suspended,5,1/20/2021
233,471,Business,11938,GBP,Suspended,20,11/15/2024
234,443,Checking,178536,USD,Closed,12,7/6/2025
235,265,Business,163233,USD,Active,6,7/17/2025
236,609,Business,178038,GBP,Closed,3,5/17/2020
237,54,Savings,65510,USD,Closed,5,6/22/2020
238,723,Checking,93636,GBP,Active,18,4/25/2022
239,692,Checking,137856,EUR,Suspended,4,9/2/2022
240,559,Checking,83426,GBP,Suspended,8,7/5/2022
241,599,Savings,9641,GBP,Active,12,12/30/2020
242,308,Savings,152660,USD,Suspended,12,8/31/2024
243,821,Savings,178354,USD,Active,1,10/25/2020
244,720,Savings,87710,EUR,Active,20,2/2/2021
245,835,Savings,191280,EUR,Closed,14,11/30/2021
246,140,Business,113685,GBP,Closed,11,3/16/2024
247,940,Business,131016,EUR,Active,2,2/14/2020
248,854,Checking,76340,USD,Active,9,6/15/2023
249,224,Savings,29544,USD,Closed,16,1/4/2021
250,344,Business,64084,GBP,Suspended,11,10/19/2022
251,936,Savings,16659,EUR,Active,6,12/15/2023
252,533,Business,38634,USD,Closed,16,7/2/2025
253,898,Savings,46377,GBP,Suspended,6,2/6/2023
254,867,Checking,59945,USD,Active,3,2/9/2024
255,234,Business,7335,GBP,Closed,18,10/18/2024
256,341,Checking,180226,USD,Closed,3,8/8/2024
257,694,Business,82979,EUR,Suspended,11,8/10/2020
258,468,Checking,129540,GBP,Active,18,1/14/2021
259,42,Business,29761,USD,Closed,4,4/19/2020
260,544,Business,76590,EUR,Active,1,4/29/2023
261,817,Checking,190680,USD,Closed,10,11/29/2023
262,79,Savings,32833,GBP,Suspended,16,8/10/2023
263,634,Savings,124779,EUR,Active,7,5/29/2022
264,93,Business,23759,USD,Active,9,10/18/2025
265,577,Savings,92570,USD,Active,7,5/26/2022
266,25,Checking,101791,USD,Suspended,18,4/10/2023
267,902,Checking,177015,GBP,Active,6,9/1/2021
268,501,Checking,76293,GBP,Closed,7,4/9/2022
269,240,Checking,10304,GBP,Active,17,12/6/2021
270,733,Business,15254,EUR,Suspended,20,3/16/2021
271,296,Checking,108017,EUR,Closed,14,9/23/2020
272,387,Business,52801,EUR,Active,13,10/28/2021
273,209,Savings,112131,GBP,Active,13,1/19/2022
274,550,Savings,13703,USD,Active,12,2/24/2020
275,353,Savings,26838,GBP,Closed,8,6/9/2020
276,945,Business,81573,EUR,Closed,18,7/24/2020
277,229,Savings,142443,USD,Closed,10,12/21/2021
278,294,Savings,196819,GBP,Closed,19,5/5/2022
279,332,Business,12140,USD,Active,7,6/25/2025
280,105,Savings,39785,GBP,Suspended,6,8/25/2022
281,615,Checking,46514,GBP,Suspended,17,2/25/2023
282,766,Savings,140575,USD,Suspended,10,3/9/2024
283,942,Savings,83207,USD,Suspended,17,2/14/2023
284,61,Business,188631,GBP,Suspended,16,9/17/2023
285,581,Business,149501,GBP,Suspended,8,12/3/2023
286,574,Business,83372,GBP,Closed,20,1/15/2025
287,495,Checking,147348,EUR,Active,1,4/9/2025
288,162,Business,98840,USD,Suspended,14,3/18/2022
289,453,Savings,5760,USD,Suspended,16,1/30/2022
290,736,Savings,145144,GBP,Active,16,2/2/2020
291,281,Business,72338,EUR,Suspended,3,5/15/2023
292,396,Savings,192573,GBP,Active,1,1/23/2022
293,999,Business,184925,USD,Closed,18,12/7/2021
294,445,Savings,76737,GBP,Active,12,10/17/2021
295,450,Business,153977,EUR,Suspended,15,5/28/2021
296,268,Savings,64517,USD,Active,14,9/7/2021
297,653,Savings,156799,USD,Active,10,5/27/2023
298,756,Business,168605,USD,Closed,18,9/1/2024
299,21,Savings,73423,EUR,Active,1,12/5/2021
300,745,Business,154468,EUR,Active,18,1/31/2025
301,48,Business,25155,GBP,Suspended,18,11/11/2022
302,150,Checking,188074,GBP,Suspended,11,5/27/2020
303,114,Checking,114451,GBP,Closed,4,3/28/2024
304,373,Business,113164,EUR,Suspended,14,1/7/2020
305,641,Business,20857,USD,Suspended,9,2/28/2021
306,509,Checking,34622,USD,Closed,10,3/9/2021
307,886,Savings,180792,EUR,Suspended,14,6/30/2020
308,699,Business,31753,USD,Closed,9,9/1/2021
309,752,Checking,124828,USD,Closed,13,7/9/2024
310,427,Business,76965,GBP,Suspended,12,10/10/2023
311,809,Savings,15261,GBP,Closed,19,9/5/2024
312,439,Business,166087,EUR,Active,14,7/30/2021
313,89,Business,121188,EUR,Active,13,1/9/2024
314,933,Savings,167242,EUR,Suspended,2,4/30/2024
315,270,Checking,182103,EUR,Active,3,9/29/2022
316,944,Business,51012,USD,Active,8,1/19/2022
317,380,Checking,52099,EUR,Suspended,5,8/29/2022
318,306,Business,66601,USD,Active,15,3/24/2022
319,68,Business,36013,USD,Active,17,1/9/2024
320,493,Checking,159984,GBP,Closed,5,1/31/2023
321,104,Checking,46812,GBP,Suspended,4,9/1/2020
322,961,Business,133525,USD,Closed,6,5/11/2023
323,909,Savings,188076,EUR,Closed,20,1/7/2024
324,797,Savings,27285,EUR,Suspended,1,2/23/2024
325,391,Savings,18980,GBP,Suspended,3,12/14/2020
326,554,Savings,147359,USD,Active,11,8/25/2021
327,7,Business,31328,USD,Active,18,12/23/2023
328,465,Savings,151519,USD,Active,15,7/11/2023
329,33,Savings,157508,EUR,Active,16,12/14/2024
330,142,Savings,93178,GBP,Closed,4,3/17/2020
331,550,Checking,98610,EUR,Closed,2,3/4/2022
332,633,Savings,22484,GBP,Active,7,9/10/2023
333,59,Business,181286,USD,Closed,11,9/23/2023
334,547,Checking,72658,USD,Suspended,1,1/16/2022
335,358,Checking,22755,EUR,Closed,9,12/1/2020
336,189,Business,10778,EUR,Active,15,7/16/2025
337,567,Business,72750,USD,Closed,4,3/6/2022
338,528,Checking,145609,USD,Active,12,6/17/2022
339,724,Business,193079,USD,Active,5,11/30/2023
340,718,Savings,146133,USD,Suspended,20,4/10/2021
341,817,Savings,152951,USD,Closed,14,9/19/2023
342,416,Business,46837,GBP,Active,10,2/1/2025
343,463,Checking,66365,EUR,Suspended,8,4/27/2025
344,748,Business,51828,EUR,Closed,5,9/16/2022
345,556,Checking,135669,GBP,Suspended,10,10/3/2021
346,969,Savings,54221,EUR,Suspended,12,5/19/2025
347,454,Savings,130339,EUR,Closed,15,10/26/2024
348,984,Savings,2845,EUR,Active,18,3/21/2021
349,726,Checking,22694,USD,Suspended,6,5/14/2025
350,974,Business,7179,EUR,Closed,6,3/18/2024
351,326,Savings,57468,EUR,Suspended,10,11/18/2022
352,689,Checking,154682,EUR,Closed,8,6/10/2020
353,201,Business,50974,USD,Closed,17,10/20/2023
354,745,Business,92951,GBP,Active,9,5/16/2022
355,135,Business,198108,GBP,Active,1,12/24/2024
356,804,Business,172837,GBP,Suspended,13,2/22/2023
357,803,Checking,89086,GBP,Suspended,15,11/7/2022
358,595,Savings,160040,USD,Suspended,6,12/5/2021
359,997,Business,194359,USD,Closed,14,8/31/2024
360,760,Checking,25245,GBP,Active,16,9/25/2021
361,411,Savings,172382,GBP,Closed,13,7/9/2021
362,860,Checking,93813,EUR,Closed,10,12/14/2021
363,875,Savings,173438,EUR,Suspended,2,6/9/2021
364,615,Savings,108627,EUR,Active,8,5/27/2024
365,267,Business,49272,GBP,Closed,20,10/18/2022
366,307,Business,63278,EUR,Suspended,15,2/27/2022
367,206,Checking,97932,GBP,Suspended,11,7/12/2023
368,688,Checking,57118,GBP,Suspended,17,7/23/2024
369,306,Savings,154843,USD,Active,18,11/12/2024
370,836,Savings,10040,EUR,Suspended,6,12/25/2021
371,524,Checking,91200,GBP,Closed,17,6/15/2021
372,397,Checking,189402,USD,Active,17,3/8/2024
373,925,Business,23894,GBP,Closed,3,3/24/2023
374,46,Savings,104220,USD,Active,15,4/13/2025
375,151,Savings,112103,EUR,Active,15,11/6/2020
376,813,Business,144941,GBP,Active,8,9/21/2025
377,249,Savings,89654,GBP,Closed,13,9/19/2020
378,861,Checking,7877,EUR,Suspended,15,2/11/2025
379,279,Checking,135130,GBP,Suspended,12,11/17/2023
380,751,Checking,118680,USD,Active,9,4/6/2025
381,938,Business,7624,GBP,Suspended,6,8/22/2025
382,178,Savings,54815,USD,Suspended,1,1/29/2020
383,575,Savings,60601,GBP,Suspended,5,1/3/2025
384,362,Checking,40774,GBP,Suspended,20,9/30/2020
385,906,Business,59659,EUR,Suspended,14,4/12/2021
386,911,Business,90657,GBP,Closed,20,10/10/2024
387,395,Savings,89829,EUR,Active,13,2/22/2022
388,790,Business,53984,GBP,Active,8,10/24/2022
389,155,Checking,99217,GBP,Active,19,5/29/2025
390,902,Checking,77988,USD,Closed,1,9/13/2021
391,551,Savings,181023,USD,Active,8,4/1/2021
392,800,Savings,63233,EUR,Suspended,6,11/12/2023
393,382,Checking,12386,GBP,Suspended,19,9/17/2025
394,728,Checking,51894,EUR,Closed,7,8/8/2020
395,652,Savings,75435,GBP,Suspended,4,4/10/2025
396,115,Business,74507,EUR,Closed,7,6/29/2025
397,711,Business,186885,USD,Closed,5,1/20/2020
398,357,Savings,75271,GBP,Closed,13,2/27/2023
399,127,Checking,143173,GBP,Suspended,5,6/15/2022
400,45,Business,188492,GBP,Active,15,7/8/2025
401,993,Savings,114039,USD,Closed,5,12/18/2024
402,287,Business,34341,EUR,Active,9,5/13/2023
403,807,Business,147021,USD,Suspended,14,1/25/2024
404,695,Checking,80318,EUR,Active,19,4/25/2023
405,842,Business,5402,GBP,Closed,2,12/30/2024
406,321,Checking,44305,EUR,Active,14,10/8/2023
407,755,Checking,51247,EUR,Active,14,9/25/2020
408,466,Savings,171506,EUR,Suspended,3,4/26/2025
409,164,Business,64451,USD,Closed,18,3/17/2021
410,518,Business,107320,GBP,Active,12,6/30/2024
411,43,Checking,86754,GBP,Active,12,8/25/2023
412,4,Business,95309,EUR,Active,11,12/6/2021
413,736,Business,1706,USD,Active,15,11/19/2022
414,834,Savings,118099,EUR,Closed,18,9/16/2020
415,895,Checking,153055,USD,Suspended,6,2/16/2025
416,675,Checking,196264,GBP,Suspended,19,4/14/2023
417,597,Savings,129908,EUR,Suspended,13,11/4/2024
418,809,Checking,188301,EUR,Active,11,2/27/2023
419,18,Business,63000,USD,Suspended,12,8/2/2020
420,762,Checking,145498,EUR,Closed,19,1/20/2024
421,906,Checking,37680,EUR,Closed,18,4/10/2024
422,163,Business,89877,USD,Suspended,7,12/5/2024
423,832,Savings,21881,EUR,Active,20,3/15/2020
424,815,Checking,75356,GBP,Closed,8,1/27/2021
425,581,Business,44763,USD,Closed,17,9/17/2021
426,140,Savings,176172,GBP,Suspended,6,12/17/2022
427,266,Checking,160969,GBP,Active,13,6/27/2020
428,298,Checking,130873,USD,Suspended,14,10/8/2022
429,845,Savings,80791,GBP,Active,1,3/8/2022
430,856,Business,36854,EUR,Closed,4,11/3/2024
431,545,Business,199753,USD,Suspended,3,2/22/2025
432,926,Business,26253,GBP,Suspended,3,11/6/2024
433,954,Business,185486,USD,Closed,20,6/4/2023
434,2,Checking,179305,EUR,Suspended,5,12/1/2023
435,412,Business,150950,GBP,Closed,14,5/13/2024
436,177,Checking,32338,GBP,Active,9,12/3/2024
437,313,Savings,178793,GBP,Active,5,9/12/2023
438,528,Business,173392,EUR,Active,4,1/14/2023
439,448,Business,55282,GBP,Closed,2,10/20/2020
440,955,Business,57650,GBP,Active,18,7/31/2022
441,786,Business,83372,USD,Suspended,6,3/31/2023
442,655,Checking,152459,USD,Suspended,20,6/19/2025
443,157,Checking,169770,USD,Suspended,10,12/21/2020
444,25,Checking,7384,GBP,Suspended,6,7/8/2022
445,332,Business,126986,EUR,Suspended,18,1/27/2020
446,655,Savings,193406,EUR,Closed,19,9/3/2024
447,16,Business,181910,GBP,Suspended,3,3/5/2021
448,94,Checking,32407,EUR,Active,11,1/23/2024
449,58,Savings,182071,GBP,Suspended,4,8/27/2020
450,415,Savings,112143,EUR,Active,12,12/29/2025
451,997,Business,12441,GBP,Closed,3,11/14/2021
452,647,Business,103517,EUR,Active,15,4/22/2020
453,929,Business,165903,USD,Suspended,12,11/19/2022
454,912,Checking,128794,USD,Active,2,7/22/2021
455,908,Savings,178384,USD,Suspended,7,7/13/2022
456,948,Savings,2162,EUR,Suspended,20,12/2/2022
457,1,Checking,158623,USD,Closed,15,10/25/2024
458,415,Savings,135530,GBP,Suspended,4,11/11/2022
459,701,Business,133821,GBP,Suspended,4,12/16/2020
460,849,Business,199000,USD,Closed,14,1/3/2024
461,679,Business,120676,EUR,Suspended,6,9/20/2023
462,986,Savings,168279,EUR,Active,13,10/3/2022
463,475,Checking,73979,USD,Active,9,11/19/2025
464,753,Savings,45144,USD,Active,16,7/25/2024
465,519,Business,6515,GBP,Suspended,20,10/23/2024
466,787,Checking,44629,GBP,Active,19,12/16/2024
467,784,Business,154404,GBP,Suspended,11,12/10/2024
468,922,Checking,101186,GBP,Suspended,11,6/10/2021
469,447,Business,71819,EUR,Closed,1,12/30/2023
470,182,Business,163309,EUR,Closed,3,2/1/2020
471,251,Business,40489,USD,Suspended,18,1/5/2021
472,876,Checking,113967,USD,Suspended,17,12/24/2025
473,307,Savings,132702,EUR,Suspended,9,7/20/2022
474,667,Savings,16710,USD,Suspended,8,9/15/2024
475,17,Business,81958,GBP,Suspended,18,10/25/2020
476,308,Checking,72526,EUR,Closed,20,11/8/2024
477,769,Checking,86238,USD,Suspended,11,12/10/2022
478,731,Savings,102410,EUR,Closed,17,3/29/2022
479,214,Business,141896,EUR,Suspended,13,9/27/2022
480,385,Business,55811,GBP,Closed,15,5/28/2022
481,147,Checking,56286,USD,Suspended,5,6/16/2023
482,309,Business,304,EUR,Active,18,11/7/2020
483,697,Business,90515,EUR,Closed,20,6/4/2025
484,368,Business,134040,USD,Closed,17,11/12/2020
485,634,Checking,25416,USD,Active,7,5/13/2021
486,775,Savings,102494,USD,Suspended,16,1/13/2023
487,322,Business,73488,GBP,Suspended,8,3/4/2021
488,316,Checking,83930,EUR,Suspended,1,3/29/2021
489,285,Checking,127857,GBP,Active,9,1/13/2021
490,628,Checking,178925,GBP,Suspended,20,4/16/2022
491,463,Savings,153997,EUR,Active,3,11/25/2022
492,671,Savings,161303,EUR,Active,1,5/4/2022
493,975,Savings,122122,GBP,Suspended,9,8/10/2020
494,796,Savings,86656,GBP,Suspended,16,2/16/2020
495,301,Savings,141138,GBP,Closed,15,6/20/2023
496,101,Checking,10668,GBP,Active,20,2/29/2024
497,578,Checking,10671,GBP,Suspended,15,8/21/2022
498,663,Checking,75198,EUR,Suspended,3,8/30/2020
499,713,Savings,165982,GBP,Suspended,20,9/14/2021
500,48,Checking,196897,USD,Closed,5,5/21/2024
501,219,Business,43627,USD,Closed,17,2/19/2022
502,272,Savings,50749,USD,Active,6,6/19/2022
503,539,Checking,187397,USD,Closed,1,3/25/2022
504,549,Savings,190613,GBP,Active,7,3/8/2020
505,832,Savings,35898,USD,Closed,12,6/25/2023
506,117,Savings,184010,GBP,Closed,13,5/16/2020
507,409,Business,142582,GBP,Active,11,8/5/2024
508,926,Savings,187685,EUR,Closed,13,3/31/2024
